year,category,type,co2,note
2018,Gesamt,real,2316,last_emissions
2018,Einwohner,Einwohner,333786,
2015,Gesamt,real,2552,
2015,Einwohner,Einwohner,333090,
2010,Gesamt,real,2814,
2010,Einwohner,Einwohner,323270,
2005,Gesamt,real,2843,
2005,Einwohner,Einwohner,326925,
2000,Gesamt,real,3240,
2000,Einwohner,Einwohner,324758,
1995,Gesamt,real,3509,
1995,Einwohner,Einwohner,324066,
1990,Gesamt,real,3811,
1990,Einwohner,Einwohner,319037,
